gene_name	strand	start	end	chr
LINC00557	+	95612294	95613573	chr13
RNU6-62P	+	95671488	95671590	chr13
ABCC4	-	95672082	95953687	chr13
snoU13	+	95862597	95862702	chr13
RNY3P8	-	95963083	95963209	chr13
RNY4P27	-	95988359	95988455	chr13
MEMO1P5	+	96046302	96046708	chr13
CLDN10	+	96085857	96232013	chr13
CLDN10-AS1	-	96131697	96186164	chr13
DZIP1	-	96230456	96296957	chr13
DNAJC3-AS1	-	96300986	96329179	chr13
DNAJC3	+	96329392	96447243	chr13
MTND5P2	+	96344791	96346226	chr13
MTND6P18	-	96346236	96346749	chr13
MTCYBP3	+	96346822	96347959	chr13
snR65	-	96366930	96367032	chr13
UGGT2	-	96453833	96705736	chr13
HMGN1P24	-	96461563	96461861	chr13
HS6ST3	+	96743092	97485671	chr13
RN7SL164P	+	96821798	96822099	chr13
AMMECR1LP1	+	97225912	97226753	chr13
HSP90AB6P	-	97536095	97542067	chr13
LINC00359	-	97593534	97636426	chr13
TULP3P1	-	97599890	97601181	chr13
RP11-65L19.4	+	97600271	97601838	chr13
RN7SKP7	-	97601502	97601787	chr13
SNORD112	-	97618194	97618268	chr13
OXGR1	-	97637972	97646984	chr13
snoU13	+	97709632	97709734	chr13
LINC00456	-	97824722	97831876	chr13
MBNL2	+	97873687	98046374	chr13
RNA5SP37	-	98015225	98015355	chr13
RAP2A	+	98086475	98121382	chr13
PSMA6P4	+	98127995	98128713	chr13
RP11-120E13.1	-	98327264	98330217	chr13
snoU13	+	98538062	98538166	chr13
RPL7AP61	+	98553906	98554542	chr13
RP11-383H17.4	+	98591609	98605793	chr13
IPO5	+	98605911	98676551	chr13
FTLP8	-	98639203	98639470	chr13
FARP1	+	98794815	99102027	chr13
RNF113B	-	98828038	98829519	chr13
RN7SKP8	-	98856088	98856446	chr13
MIR3170	+	98860777	98860854	chr13
RP11-573N10.1	+	98885903	98886954	chr13
RP11-261P24.2	-	98981908	98985490	chr13
FARP1-AS1	-	99087658	99088094	chr13
STK24	-	99102454	99230194	chr13
RP11-295B17.6	+	99205496	99206034	chr13
STK24-AS1	+	99229497	99231084	chr13
NUS1P4	-	99262545	99263130	chr13
CYCSP35	-	99281939	99282243	chr13
CALM2P4	-	99293067	99293493	chr13
RN7SL60P	+	99324233	99324529	chr13
SLC15A1	-	99336054	99404908	chr13
DOCK9	-	99445740	99738879	chr13
DOCK9-AS1	+	99484337	99486883	chr13
RPL7L1P12	-	99601972	99602701	chr13
RNU6-83P	+	99677487	99677599	chr13
DOCK9-AS2	+	99740072	99740879	chr13
RPS6P23	+	99825846	99826744	chr13
GAPDHP22	-	99842832	99843245	chr13
UBAC2-AS1	-	99848630	99852964	chr13
UBAC2	+	99853027	100038688	chr13
RN7SKP9	+	99857961	99858260	chr13
H2AFZP3	-	99867625	99868012	chr13
GPR18	-	99906967	99913998	chr13
GPR183	-	99946783	99959659	chr13
MIR623	+	100008384	100008482	chr13
HMGB3P4	+	100024426	100024940	chr13
CCR12P	-	100060034	100061316	chr13
AL583784.1	-	100105649	100105723	chr13
LINC00449	-	100151980	100153306	chr13
TM9SF2	+	100153670	100216260	chr13
RNY3P6	-	100188572	100188650	chr13
LINC01039	+	100229365	100232622	chr13
CFL1P8	+	100234959	100235434	chr13
CLYBL	+	100258918	100549387	chr13
MIR4306	+	100295312	100295403	chr13
CLYBL-AS2	-	100342334	100343225	chr13
CLYBL-AS1	-	100378500	100379745	chr13
SNORA25	-	100436110	100436237	chr13
snoU13	-	100436307	100436411	chr13
ZIC5	-	100615217	100624163	chr13
ZIC2	+	100634025	100639018	chr13
LINC00554	-	100647152	100650163	chr13
NDUFA12P1	-	100680022	100680428	chr13
ASNSP3	-	100714549	100715855	chr13
PCCA	+	100741268	101182686	chr13
RPL15P18	-	100802734	100803346	chr13
RP11-340C20.3	-	100850440	100850723	chr13
PCCA-AS1	-	101116693	101133411	chr13
GGACT	-	101183809	101241782	chr13
RP11-151A6.4	-	101187994	101232371	chr13
RPS26P47	-	101192088	101192528	chr13
TMTC4	-	101256180	101327347	chr13
COX5BP6	-	101276128	101276683	chr13
NALCN-AS1	+	101360578	101711638	chr13
ARF4P3	-	101408804	101409313	chr13
LINC00411	-	101593115	101596618	chr13
NALCN	-	101706129	102068843	chr13
ITGBL1	+	102104965	102375456	chr13
RP11-397O8.7	-	102369197	102369728	chr13
FGF14	-	102372133	103054124	chr13
RNU1-24P	-	102431233	102431398	chr13
HMGB3P7	+	102454227	102454838	chr13
MIR2681	-	102619991	102620096	chr13
LIPT1P1	+	102654474	102655660	chr13
RNY1P2	-	102669302	102669419	chr13
MIR4705	-	102698283	102698354	chr13
RPL39P29	-	102915395	102915552	chr13
FGF14-IT1	-	102944676	103046869	chr13
FGF14-AS1	+	103019888	103026016	chr13
FGF14-AS2	+	103046979	103048053	chr13
RP11-811P12.3	-	103053820	103054807	chr13
LINC00555	-	103241721	103242163	chr13
TPP2	+	103249352	103331521	chr13
RP11-29B2.5	+	103331775	103332308	chr13
METTL21C	-	103338093	103346854	chr13
snoU13	+	103374151	103374255	chr13
CCDC168	-	103381800	103389159	chr13
LINC00283	+	103395339	103397574	chr13
TEX30	-	103418339	103426161	chr13
KDELC1	-	103436630	103451357	chr13
BIVM	+	103451398	103493885	chr13
BIVM-ERCC5	+	103459703	103524748	chr13
RNY5P8	+	103472342	103472419	chr13
ERCC5	+	103497193	103528345	chr13
METTL21EP	+	103532448	103548383	chr13
RP11-255P5.2	+	103541207	103542184	chr13
SLC10A2	-	103696349	103719196	chr13
RP11-123H22.1	+	104077549	104080035	chr13
ATP6V1G1P7	-	104096969	104097318	chr13
RPL7P45	+	105466677	105467420	chr13
DAOA-AS1	-	106111403	106158030	chr13
DAOA	+	106118215	106143383	chr13
LINC00343	+	106356628	106416789	chr13
SNORA25	-	106549871	106549992	chr13
AL603632.1	+	106780719	106780837	chr13
RNA5SP38	-	106807720	106807839	chr13
LINC00460	+	107028910	107030565	chr13
RPL35P9	+	107078120	107078470	chr13
EFNB2	-	107142078	107187462	chr13
ARGLU1	-	107194020	107220512	chr13
LINC00551	+	107270157	107283707	chr13
LINC00443	+	107306263	107324511	chr13
ATP5G1P5	+	107315784	107316195	chr13
PPIAP24	-	107516163	107516634	chr13
AL162574.1	-	107594561	107594907	chr13
AL354741.1	-	107627285	107627374	chr13
AL445204.1	+	107773380	107773471	chr13
FAM155A	-	107820882	108519083	chr13
SNORD31	-	107973242	107973311	chr13
MIR1267	-	108183518	108183596	chr13
AL138710.1	+	108288378	108288464	chr13
FAM155A-IT1	-	108440689	108487799	chr13
LIG4	-	108859786	108870716	chr13
ABHD13	+	108870726	108886603	chr13
TNFSF13B	+	108903587	108960832	chr13
RNA5SP39	-	108953559	108953679	chr13
HCFC2P1	+	109132573	109134165	chr13
MYO16	+	109248499	109860355	chr13
MYO16-AS2	-	109753608	109754267	chr13
MYO16-AS1	-	109816249	109853831	chr13
LINC00370	+	109934320	109940081	chr13
LINC01067	+	109962482	109964121	chr13
LINC00399	+	110053042	110053988	chr13
LINC00676	+	110380628	110382354	chr13
IRS2	-	110406183	110438915	chr13
AL162497.1	-	110407167	110407615	chr13
RN7SKP10	+	110567442	110567767	chr13
LINC00396	+	110705631	110707299	chr13
RN7SL783P	-	110750199	110750498	chr13
COL4A1	-	110801317	110959496	chr13
COL4A2	+	110958158	111165374	chr13
snoU13	+	111066551	111066653	chr13
COL4A2-AS2	-	111108742	111115634	chr13
COL4A2-AS1	-	111154921	111160526	chr13
RAB20	-	111175416	111214080	chr13
CARKD	+	111267880	111292340	chr13
AL139385.1	+	111291554	111292340	chr13
CARS2	-	111293758	111365950	chr13
ING1	+	111365082	111373421	chr13
RPL21P107	-	111415020	111415480	chr13
LINC00567	-	111462022	111465431	chr13
LINC00346	-	111521577	111522162	chr13
ANKRD10	-	111530886	111567416	chr13
ANKRD10-IT1	-	111547405	111551519	chr13
PARP1P1	+	111589105	111592131	chr13
LINC00431	+	111635653	111642911	chr13
LINC00368	+	111748184	111755444	chr13
ARHGEF7-AS2	-	111766158	111768025	chr13
ARHGEF7	+	111766905	111958084	chr13
ARHGEF7-IT1	+	111774998	111796611	chr13
ARHGEF7-AS1	-	111796651	111797080	chr13
TEX29	+	111968530	111996596	chr13
RP11-65D24.2	+	112240547	112324955	chr13
RP11-65D24.1	+	112248355	112294426	chr13
LINC00354	+	112554298	112555490	chr13
AL136302.1	-	112563078	112563148	chr13
SNORD44	+	112706391	112706452	chr13
SOX1	+	112721912	112726020	chr13
RP11-450H6.3	+	112737862	112739785	chr13
LINC00404	-	112760408	112761196	chr13
LINC00403	+	112761432	112762329	chr13
LINC01070	+	112851663	112855314	chr13
LINC01043	+	112967780	112976072	chr13
LINC01044	-	112976880	112985539	chr13
SPACA7	+	113030632	113089003	chr13
TUBGCP3	-	113139324	113242481	chr13
C13orf35	+	113301357	113338811	chr13
ATP11A	+	113344642	113541482	chr13
AL162711.1	-	113372158	113372228	chr13
ATP11A-AS1	-	113399762	113409007	chr13
AL356740.1	+	113539550	113539994	chr13
MCF2L	+	113548691	113754053	chr13
RP11-120K24.3	-	113619148	113620445	chr13
MCF2L-AS1	-	113621797	113623138	chr13
RP11-120K24.4	+	113663091	113663738	chr13
RP11-120K24.5	+	113663984	113664633	chr13
AL137002.1	-	113755562	113756608	chr13
F7	+	113760104	113774995	chr13
F10	+	113777127	113803843	chr13
F10-AS1	-	113782468	113783194	chr13
KARSP2	+	113784729	113786368	chr13
PROZ	+	113812967	113826694	chr13
RP11-98F14.11	-	113819315	113819497	chr13
PCID2	-	113831890	113863029	chr13
CUL4A	+	113862551	113919399	chr13
LDHBP1	+	113930930	113932049	chr13
LAMP1	+	113951555	113977987	chr13
GRTP1	-	113978504	114018446	chr13
GRTP1-AS1	+	114005987	114016183	chr13
ADPRHL1	-	114076259	114107839	chr13
DCUN1D2	-	114110133	114145267	chr13
DCUN1D2-AS	+	114123215	114130450	chr13
RNU1-16P	-	114133229	114133393	chr13
TMCO3	+	114145309	114204542	chr13
TFDP1	+	114239012	114295785	chr13
ATP4B	-	114303118	114312501	chr13
GRK1	+	114321469	114440708	chr13
LINC00552	-	114451483	114454062	chr13
TMEM255B	+	114462215	114514926	chr13
GAS6-AS1	+	114518602	114542321	chr13
GAS6	-	114523521	114567046	chr13
GAS6-AS2	+	114567140	114569806	chr13
RP11-199F6.4	+	114580580	114582349	chr13
LINC00454	-	114581672	114586624	chr13
LINC00452	+	114586639	114626485	chr13
LINC00565	-	114629486	114631817	chr13
RASA3	-	114747193	114898086	chr13
RASA3-IT1	-	114873043	114874295	chr13
CDC16	+	115000361	115038198	chr13
MIR548AR	+	115009979	115010036	chr13
MIR4502	+	115039302	115039383	chr13
UPF3A	+	115047058	115071283	chr13
CLCP2	+	115072120	115072541	chr13
CHAMP1	+	115079987	115092796	chr13
LINC01054	-	115095033	115099423	chr13
RP11-754I20.1	+	19110202	19118336	chr14
RNU6-458P	+	19119514	19119621	chr14
RP11-754I20.3	-	19172102	19188741	chr14
RP11-754I20.2	+	19195251	19195750	chr14
CR383657.1	+	19253847	19253930	chr14
RP11-536C10.4	-	19332153	19372787	chr14
RP11-536C10.2	+	19336523	19336668	chr14
RP11-536C10.3	+	19339404	19345267	chr14
RP11-536C10.5	-	19364750	19364792	chr14
OR11H12	+	19377521	19378606	chr14
RP11-536C10.17	+	19390864	19391038	chr14
ARHGAP42P5	-	19400328	19403264	chr14
RP11-536C10.7	-	19406794	19410111	chr14
RP11-536C10.13	+	19407864	19427443	chr14
RP11-536C10.12	-	19411431	19413685	chr14
RP11-536C10.16	+	19412519	19413898	chr14
RP11-536C10.11	-	19421520	19422698	chr14
RP11-536C10.14	+	19422467	19422980	chr14
RP11-536C10.15	+	19443725	19443847	chr14
RP11-536C10.1	+	19468508	19468885	chr14
RP11-536C10.10	-	19475115	19476455	chr14
RP11-536C10.9	-	19478757	19478940	chr14
NF1P4	-	19485969	19495426	chr14
MED15P1	-	19498564	19502394	chr14
CTD-2311B13.1	+	19505870	19519837	chr14
CTD-2311B13.2	+	19529957	19530898	chr14
POTEG	+	19553364	19590078	chr14
CTD-2311B13.5	-	19562688	19566731	chr14
RNU6-1239P	+	19564784	19564891	chr14
CTD-2314B22.1	+	19611767	19643377	chr14
GRAMD4P3	-	19614215	19615884	chr14
AL589743.1	+	19650017	19718563	chr14
BMS1P17	-	19670479	19686002	chr14
DUXAP10	+	19691779	19692374	chr14
RP11-496I2.5	-	19719544	19720589	chr14
RP11-496I2.2	-	19740032	19742744	chr14
RP11-496I2.4	+	19742774	19758782	chr14
RP11-496I2.7	+	19787426	19787943	chr14
OR11H13P	-	19806436	19807415	chr14
RP11-146E13.4	+	19812175	19859970	chr14
CTD-2314B22.2	-	19832616	19857070	chr14
CTD-2314B22.3	-	19854097	19925348	chr14
RP11-146E13.3	+	19854815	19855864	chr14
RP11-496I2.6	-	19882992	19883606	chr14
BMS1P18	+	19889385	19904890	chr14
CTD-2311B13.7	-	19932011	19972292	chr14
GRAMD4P4	+	19959516	19961162	chr14
POTEM	-	19983558	20020272	chr14
CTD-2311B13.8	-	20004409	20004527	chr14
RP11-244H18.1	+	20006912	20010958	chr14
RNU6-1268P	-	20008752	20008859	chr14
MED15P6	+	20071067	20074896	chr14
RP11-597A11.1	+	20078032	20146082	chr14
RP11-244H18.4	+	20097281	20098616	chr14
RP11-244H18.3	+	20105462	20109540	chr14
RP11-536C10.22	-	20121784	20121904	chr14
RP11-536C10.20	-	20132256	20151836	chr14
RP11-536C10.21	-	20136700	20137215	chr14
RP11-597A11.3	+	20136987	20138162	chr14
RP11-597A11.6	-	20145802	20147175	chr14
RP11-597A11.4	+	20145995	20148263	chr14
RP11-597A11.2	+	20149578	20152898	chr14
ARHGAP42P4	+	20156419	20159353	chr14
RP11-536C10.19	-	20168637	20168809	chr14
OR11H2	-	20181103	20182079	chr14
OR4N2	+	20187173	20296531	chr14
OR11K2P	-	20201513	20230044	chr14
OR4Q3	+	20215586	20216528	chr14
OR4H12P	+	20228026	20228947	chr14
snoU13	-	20232065	20232166	chr14
OR4M1	+	20248400	20249516	chr14
OR4N1P	+	20264503	20265419	chr14
OR4K6P	+	20315525	20316422	chr14
OR4K3	-	20336400	20337302	chr14
OR4K2	+	20344390	20345468	chr14
OR4K4P	+	20374075	20374759	chr14
CTD-2335L22.6	-	20376254	20376808	chr14
OR4K5	+	20388740	20389818	chr14
OR4K1	+	20403766	20404842	chr14
OR4K16P	+	20424758	20425727	chr14
OR4K15	+	20443602	20444818	chr14
OR4Q2	+	20470321	20471265	chr14
OR4K14	-	20482418	20483352	chr14
AL359218.1	+	20501819	20501923	chr14
OR4K13	-	20502002	20502919	chr14
OR4U1P	+	20512074	20512986	chr14
OR4L1	+	20528203	20529142	chr14
RNA5SP380	+	20558288	20558386	chr14
OR4T1P	+	20561511	20562422	chr14
OR4K17	+	20585565	20586597	chr14
OR4N5	+	20611894	20612821	chr14
RNA5SP381	-	20614275	20614314	chr14
PSMB7P1	+	20617390	20617904	chr14
RP11-98N22.6	-	20641790	20641972	chr14
OR11G1P	+	20647347	20648315	chr14
OR11G2	+	20665494	20666605	chr14
OR11H5P	+	20677398	20678369	chr14
AL356019.1	-	20685312	20685398	chr14
OR11H6	+	20691790	20692964	chr14
OR11H7	+	20697560	20698500	chr14
OR11H4	+	20710897	20711979	chr14
TTC5	-	20724716	20774153	chr14
CTD-2292M16.8	-	20728638	20732467	chr14
CTD-2292M16.7	+	20773888	20774970	chr14
CCNB1IP1	-	20779526	20801471	chr14
SNORA79	-	20791337	20791485	chr14
SNORD126	-	20794608	20794685	chr14
RPPH1	-	20811206	20811844	chr14
PARP2	+	20811740	20826064	chr14
RP11-203M5.2	-	20812391	20815047	chr14
TEP1	-	20833825	20881588	chr14
RNA5SP382	+	20883145	20883257	chr14
KLHL33	-	20896969	20903801	chr14
RP11-203M5.6	+	20906140	20909427	chr14
OSGEP	-	20914569	20923264	chr14
RP11-203M5.7	+	20919463	20920077	chr14
APEX1	+	20923349	20925927	chr14
TMEM55B	-	20925877	20929771	chr14
PNP	+	20937112	20945253	chr14
RP11-203M5.8	-	20942947	20945248	chr14
RNASE10	+	20973695	20979328	chr14
PTCD2P1	-	20992445	20993581	chr14
SETP1	-	20996273	20997118	chr14
RNASE9	-	21024251	21029090	chr14
RNASE11	-	21051050	21077954	chr14
RNASE11	-	21051053	21078043	chr14
RP11-14J7.6	+	21055802	21075296	chr14
RNASE12	-	21058351	21058982	chr14
RP11-14J7.1	-	21084802	21085150	chr14
OR6S1	-	21108854	21109850	chr14
Y_RNA	+	21147569	21147671	chr14
RNASE4	+	21152258	21168761	chr14
ANG	+	21152335	21167130	chr14
AL163636.6	+	21152745	21168735	chr14
RP11-903H12.3	-	21161638	21175279	chr14
RANBP20P	-	21188900	21191286	chr14
RP11-903H12.4	+	21202736	21203170	chr14
EDDM3A	+	21214050	21216539	chr14
EDDM3B	+	21236585	21239107	chr14
RNASE6	+	21249209	21250626	chr14
RP11-219E7.1	+	21252046	21252452	chr14
RNASE1	-	21269386	21271437	chr14
RP11-219E7.3	-	21338436	21341751	chr14
RP11-219E7.2	-	21342463	21343927	chr14
RNASE3	+	21359557	21360507	chr14
RP11-219E7.4	-	21366143	21404414	chr14
RP11-84C10.3	-	21384924	21396739	chr14
RP11-84C10.2	+	21387499	21388458	chr14
RNASE2	+	21423610	21424595	chr14
RN7SL189P	+	21431737	21432024	chr14
RP11-84C10.1	-	21451313	21453225	chr14
METTL17	+	21457928	21465189	chr14
RP11-84C10.4	-	21463995	21467322	chr14
SLC39A2	+	21467413	21470030	chr14
NDRG2	-	21484921	21539031	chr14
TPPP2	+	21492267	21504435	chr14
AL161668.5	+	21492330	21497430	chr14
RP11-998D10.1	+	21500976	21502054	chr14
RNASE13	-	21500978	21502944	chr14
RNASE7	+	21510384	21512393	chr14
RNASE8	+	21525980	21526614	chr14
ARHGEF40	+	21538428	21558399	chr14
ZNF219	-	21558204	21572881	chr14
RP11-998D10.7	+	21558545	21560491	chr14
TMEM253	+	21567095	21571883	chr14
RP11-998D10.4	+	21576201	21584862	chr14
RP11-998D10.5	-	21578453	21581631	chr14
RNU6-252P	-	21581797	21581904	chr14
OR5AU1	-	21623025	21624222	chr14
CTD-2552B11.2	+	21630671	21631902	chr14
CTD-2552B11.3	-	21652499	21653118	chr14
LINC00641	-	21668237	21675059	chr14
HNRNPC	-	21677294	21737653	chr14
RPGRIP1	+	21756097	21819460	chr14
SUPT16H	-	21819630	21852425	chr14
RP11-524O1.4	+	21852450	21853079	chr14
CHD8	-	21853352	21924285	chr14
SNORD9	-	21860308	21860412	chr14
SNORD8	-	21865450	21865560	chr14
RP11-689J19.1	+	21867083	21867441	chr14
EIF4EBP1P1	+	21887778	21888119	chr14
RN7SL650P	-	21897668	21897965	chr14
RAB2B	-	21927178	21945132	chr14
TOX4	+	21944755	21967319	chr14
METTL3	-	21966276	21979517	chr14
SALL2	-	21989231	22005350	chr14
AE000658.22	+	21989233	21990794	chr14
RBBP4P5	+	22031949	22033215	chr14
OR10G3	-	22037933	22038875	chr14
AE000658.25	-	22053413	22054404	chr14
OR10G1P	-	22070048	22070976	chr14
AE000658.27	-	22080077	22080535	chr14
TRAV1-1	+	22089990	22090720	chr14
OR10G2	-	22101991	22103096	chr14
TRAV1-2	+	22111108	22111798	chr14
ARL6IP1P1	-	22117943	22118553	chr14
OR4E2	+	22133296	22134238	chr14
OR4E1	-	22138202	22139150	chr14
AE000658.30	-	22167175	22167373	chr14
TRAV2	+	22180543	22181066	chr14
AE000658.31	-	22183017	22184486	chr14
TRAV3	+	22191959	22192568	chr14
TRAV4	+	22204433	22205264	chr14
TRAV5	+	22217461	22217989	chr14
RPL4P1	+	22218552	22219830	chr14
TRAV6	+	22236728	22237320	chr14
AE000659.1	+	22248784	22248866	chr14
TRAV7	+	22251209	22251720	chr14
TRAV8-1	+	22265458	22266058	chr14
TRAV9-1	+	22279673	22280149	chr14
TRAV10	+	22293635	22294239	chr14
TRAV11	+	22297691	22298223	chr14
TRAV12-1	+	22309421	22309956	chr14
TRAV8-2	+	22314718	22315403	chr14
TRAV8-3	+	22320734	22321183	chr14
TRAV13-1	+	22337019	22337546	chr14
TRAV12-2	+	22356036	22356682	chr14
TRAV8-4	+	22362612	22363210	chr14
TRAV8-5	+	22371256	22371778	chr14
TRAV13-2	+	22386362	22386931	chr14
TRAV14DV4	+	22392238	22392827	chr14
TRAV9-2	+	22409312	22409848	chr14
TRAV15	+	22418628	22418877	chr14
AE000659.41	-	22431046	22431270	chr14
TRAV12-3	+	22433679	22434290	chr14
TRAV8-6	+	22446698	22447360	chr14
TRAV16	+	22458734	22459177	chr14
TRAV17	+	22465777	22466407	chr14
TRAV18	+	22471344	22471912	chr14
TRAV19	+	22475750	22476420	chr14
AE000660.4	+	22480148	22483203	chr14
TRAV20	+	22508839	22509399	chr14
TRAV21	+	22520772	22521315	chr14
TRAV22	+	22538819	22539471	chr14
TRAV23DV6	+	22554683	22555238	chr14
TRDV1	+	22564308	22564896	chr14
TRAV24	+	22573619	22574123	chr14
TRAV25	+	22580299	22580984	chr14
TRAV26-1	+	22591275	22592243	chr14
TRAV8-7	+	22600514	22600996	chr14
AE000660.1	+	22610886	22610964	chr14
TRAV27	+	22615948	22616587	chr14
TRAV28	+	22623011	22623571	chr14
TRAV29DV5	+	22631133	22631766	chr14
TRAV30	+	22636324	22636884	chr14
TRAV31	+	22645169	22645761	chr14
TRAV32	+	22653457	22653953	chr14
TRAV33	+	22658051	22658607	chr14
TRAV26-2	+	22670476	22671262	chr14
TRAV34	+	22675417	22676025	chr14
TRAV35	+	22689791	22690371	chr14
TRAV36DV7	+	22694640	22695149	chr14
TRAV37	+	22733631	22734147	chr14
TRAV38-1	+	22739850	22740446	chr14
TRAV38-2DV8	+	22748987	22749631	chr14
TRAV39	+	22771938	22772438	chr14
TRAV40	+	22782921	22783351	chr14
TRAV41	+	22788619	22789123	chr14
AE000661.36	-	22801351	22803115	chr14
AE000661.37	-	22849082	22951948	chr14
AE000661.50	+	22886825	22887645	chr14
TRDV2	+	22891361	22892033	chr14
TRDD1	+	22907538	22907546	chr14
TRDD2	+	22907998	22908007	chr14
TRDD3	+	22918104	22918117	chr14
TRDJ1	+	22919080	22919131	chr14
TRDJ4	+	22924240	22924288	chr14
TRDJ2	+	22925680	22925734	chr14
TRDJ3	+	22928089	22928148	chr14
TRDC	+	22931923	22934779	chr14
TRDV3	-	22938032	22938690	chr14
TRAJ61	+	22944305	22944365	chr14
TRAJ60	+	22945295	22945352	chr14
TRAJ59	+	22945542	22945596	chr14
TRAJ58	+	22946695	22946758	chr14
TRAJ57	+	22947860	22947923	chr14
TRAJ56	+	22948509	22948571	chr14
TRAJ55	+	22950685	22950742	chr14
TRAJ54	+	22951275	22951335	chr14
TRAJ53	+	22951992	22952058	chr14
TRAJ52	+	22955215	22955284	chr14
TRAJ51	+	22956170	22956233	chr14
TRAJ50	+	22957580	22957640	chr14
TRAJ49	+	22958475	22958531	chr14
TRAJ48	+	22959478	22959541	chr14
TRAJ47	+	22961837	22961894	chr14
TRAJ46	+	22962388	22962451	chr14
TRAJ45	+	22962910	22962976	chr14
TRAJ44	+	22963805	22963868	chr14
TRAJ43	+	22964895	22964949	chr14
TRAJ42	+	22965871	22965937	chr14
TRAJ41	+	22966641	22966703	chr14
TRAJ40	+	22968671	22968732	chr14
TRAJ39	+	22970584	22970647	chr14
TRAJ38	+	22971214	22971276	chr14
TRAJ37	+	22972734	22972797	chr14
TRAJ36	+	22974095	22974155	chr14
TRAJ35	+	22975628	22975687	chr14
TRAJ34	+	22976650	22976708	chr14
TRAJ33	+	22977586	22977643	chr14
TRAJ32	+	22978324	22978390	chr14
TRAJ31	+	22979950	22980007	chr14
TRAJ30	+	22981833	22981890	chr14
TRAJ29	+	22982920	22982980	chr14
TRAJ28	+	22984600	22984666	chr14
TRAJ27	+	22985250	22985309	chr14
TRAJ26	+	22987423	22987483	chr14
TRAJ25	+	22987789	22987849	chr14
TRAJ24	+	22988946	22989009	chr14
TRAJ23	+	22989393	22989456	chr14
TRAJ22	+	22991015	22991078	chr14
TRAJ21	+	22992572	22992627	chr14
TRAJ20	+	22993295	22993352	chr14
TRAJ19	+	22994232	22994292	chr14
TRAJ18	+	22994619	22994685	chr14
TRAJ17	+	22995811	22995874	chr14
TRAJ16	+	22997486	22997546	chr14
TRAJ15	+	22998579	22998641	chr14
TRAJ14	+	22999277	22999329	chr14
TRAJ13	+	23000025	23000088	chr14
TRAJ12	+	23000888	23000948	chr14
TRAJ11	+	23001451	23001511	chr14
TRAJ10	+	23002444	23002508	chr14
TRAJ9	+	23004501	23004562	chr14
TRAJ8	+	23005091	23005151	chr14
TRAJ7	+	23006566	23006625	chr14
TRAJ6	+	23008015	23008077	chr14
TRAJ5	+	23009189	23009249	chr14
TRAJ4	+	23011141	23011204	chr14
TRAJ3	+	23012121	23012183	chr14
TRAJ2	+	23013014	23013080	chr14
TRAJ1	+	23013980	23014042	chr14
TRAC	+	23016446	23021097	chr14
AE000662.93	-	23025204	23025956	chr14
AE000662.92	+	23025533	23027939	chr14
DAD1	-	23033804	23058175	chr14
CTD-2555K7.4	-	23064714	23067855	chr14
ABHD4	+	23067145	23081265	chr14
OR6J1	-	23102672	23103716	chr14
CTD-2555K7.1	-	23163306	23163744	chr14
OR6E1P	+	23171351	23172274	chr14
CTD-2555K7.2	-	23171819	23235771	chr14
CTD-2555K7.3	-	23192684	23195781	chr14
SNORD41	-	23225969	23226038	chr14
OXA1L	+	23235730	23241007	chr14
SLC7A7	-	23242430	23299029	chr14
AL135998.1	-	23286462	23291750	chr14
MRPL52	+	23299087	23304246	chr14
MMP14	+	23305765	23318236	chr14
Y_RNA	-	23321824	23321937	chr14
Y_RNA	+	23337026	23337126	chr14
LRP10	+	23340821	23350789	chr14
REM2	+	23352373	23356895	chr14
RBM23	-	23369853	23388393	chr14
PRMT5-AS1	+	23388664	23396105	chr14
PRMT5	-	23389719	23398794	chr14
RP11-298I3.1	+	23398817	23424771	chr14
HAUS4	-	23415436	23426370	chr14
RP11-298I3.5	-	23415478	23451467	chr14
MIR4707	-	23426158	23426238	chr14
AJUBA	-	23440382	23451851	chr14
RP11-298I3.4	+	23451906	23468287	chr14
C14orf93	-	23456109	23479375	chr14
PSMB5	-	23485751	23504439	chr14
SNORA73	-	23486366	23486590	chr14
AL132780.1	-	23502738	23502847	chr14
PSMB11	+	23511375	23513269	chr14
CDH24	-	23516270	23526747	chr14
ACIN1	-	23527772	23564823	chr14
C14orf119	+	23563973	23569665	chr14
CEBPE	-	23586512	23588825	chr14
SLC7A8	-	23594503	23652883	chr14
RNU6-1138P	-	23625517	23625623	chr14
C14orf164	+	23654524	23742686	chr14
RP11-124D2.1	-	23699169	23699325	chr14
RNU6-1046P	-	23728668	23728775	chr14
HOMEZ	-	23741665	23768656	chr14
RP11-124D2.7	+	23763060	23765007	chr14
PPP1R3E	-	23764851	23772057	chr14
BCL2L2	+	23767998	23780968	chr14
BCL2L2-PABPN1	+	23776043	23794578	chr14
PABPN1	+	23790497	23795394	chr14
AL049829.1	-	23790838	23791484	chr14
SLC22A17	-	23815514	23822121	chr14
EFS	-	23825610	23834961	chr14
RP11-124D2.3	+	23825614	23826212	chr14
IL25	+	23842017	23845612	chr14
CMTM5	+	23846016	23848981	chr14
MYH6	-	23851198	23877486	chr14
MIR208A	-	23857798	23857881	chr14
MYH7	-	23881946	23904927	chr14
CTD-2201G16.1	+	23884547	23884895	chr14
MIR208B	-	23887195	23887272	chr14
NGDN	+	23938896	23979071	chr14
RP11-66N24.4	+	23980968	24029987	chr14
ZFHX2	-	23990065	24025401	chr14
